ID,CHALLENGE,CREATED,DESCRIPTION,HIT_ID,STATUS,WORKER_ID,LENGTH,SPAM,TRIGGERED,PREDICTION
cc5e03bd12b24ec7bebf2a278113bd0c,cscw19-1-imageAndDescription-label,2019-03-24 01:06:27.273,"first plan our business and then choose a business structure. Tax Preparation and Bookkeeping. and success in the business world depends upon the ability to carve out a unique niche in the marketplace. we are social Media Consultant Affiliate Marketing, accounting, tax prep, bookkeeping, payroll services is more profitable business. Experience, training or licensing may be needed for started company ",3VGZ74AYTGN0KIVV8FT04RZAIZHCG7,unreviewed,A1EY3YKOC2DVBU,403,spam,[],Ham
ce8a20c38fa9477b997f9b2b9e98f234,cscw19-1-imageAndDescription-label,2019-03-13 14:25:06.106,floating touch screen monitor,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,AGC3T6724JUAF,29,ham,[],Ham
1f16589cbafd4bdb937b0f37d0e4386c,cscw19-1-imageAndDescription-label,2019-03-13 13:49:04.238,An idea is read books,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,21,spam,[],Ham
65b240ef13eb44d8ad0b207e22d8b427,cscw19-1-imageAndDescription-label,2019-03-13 13:44:39.741,An idea is improve sports,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,25,spam,[],Ham
968e680733334aa9b9b1259ba1d8c8ef,cscw19-1-imageAndDescription-label,2019-03-13 13:51:40.005,An idea is improve sports,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,25,spam,[],Ham
6f1ea9b83bd4437295befcba5cae6f47,cscw19-1-imageAndDescription-label,2019-03-13 13:47:21.209,An idea is eat healthy food,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,27,spam,[],Ham
0565c635a138495fa6d540c133b3a599,cscw19-1-imageAndDescription-label,2019-03-13 13:53:36.775,An idea create daily life chart,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,31,spam,[],Ham
7492f5c528a44ffba4d0842c804bd56e,cscw19-1-imageAndDescription-label,2019-03-13 13:57:36.829,An idea create daily life chart,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,31,spam,[],Ham
1124f93813c94fca9b52cb83d5c0a236,cscw19-1-imageAndDescription-label,2019-03-13 14:14:21.103,An idea about using waste gas as fuel.,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,AGC3T6724JUAF,38,spam,[],Ham
cb90cf4e8eb24ea18d03d165407ff803,cscw19-1-imageAndDescription-label,2019-03-23 09:40:05.6,keep a glass to cover something,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,A2IQ7D8VNHWVN3,31,spam,[],Ham
d2d7c124f9444cdf91ea79b7fb77ced9,cscw19-1-imageAndDescription-label,2019-03-21 10:52:19.794,An idea used to creative planner.,37Y5RYYI0PCRDLFHUBJ47I3N7RISXQ,unreviewed,A3P9BLJVSMDRBZ,33,spam,[],Ham
ac46497f0a9b43f7b53979fd2d657c5a,cscw19-1-imageAndDescription-label,2019-03-12 16:19:07.182,Use a watch as a computer screen.,3P7RGTLO6EKHTPUGESIOWO1FP7EAKV,unreviewed,A2OVX9UW5WANQE,33,spam?,[],Ham
533329db17964f879d9280f766b01e37,cscw19-1-imageAndDescription-label,2019-03-23 11:00:50.28,Use it on media captain  my office.,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,A2MR1H3PV0EDDR,35,spam?,[],Ham
bab5492513da4880ba2c44a273d0ceba,cscw19-1-imageAndDescription-label,2019-03-23 09:34:22.762,keep it in  a chair for make some drawings,39O0SQZVJNELXR9DX9F1N9L3JXT7RX,unreviewed,A2IQ7D8VNHWVN3,42,spam,[],Ham
eb586ad04dff4169b8752791134011a9,cscw19-1-imageAndDescription-label,2019-03-23 23:04:53.18,"A toy coated with material that turns its surface sensitive to touch. ... “For the first time, we have been able to take a can of spray paint and put",3VGZ74AYTGN0KIVV8FT04RZAIZHCG7,unreviewed,A1PT6264PIYFCI,149,spam,[],Ham
0709ed0f408c4796af9e397c72cd491c,cscw19-1-imageAndDescription-label,2019-03-21 12:07:55.51,"An idea create a plans.book created in the sequence of the interested topic and plans to the sequence of the following process.cool products,system,gadgets or services on the touch display that could be build coating.",37Y5RYYI0PCRDLFHUBJ47I3N7RISXQ,unreviewed,AG5HAUJJV4OCY,217,spam,[],Ham
e88f1589b24a4fdf98ebed2fa6dc135d,cscw19-1-imageAndDescription-label,2019-03-13 13:55:32.653,An idea is fashion,3VLL1PIENQV1KON3OCQGKY9XIYFZOR,unusable,A2L9G4YBBC7Z99,18,spam,[],Ham
